h3_polyfill,Trees,Habitats,Livestock production,Crop production,All food production,geometry_wkt
86195b54fffffff,3 - high,3 - high,3 - high,2 - medium,3 - high,"POLYGON ((299554.1429315179 104456.13555986603, 296212.27893884876 103409.6380333087, 295657.97799552826 99839.75427005583, 298446.74036340637 97317.1592685963, 301788.4523646656 98365.16901078087, 302341.5546847276 101934.26193022294, 299554.1429315179 104456.13555986603))"
86195895fffffff,3 - high,3 - high,2 - medium,2 - medium,2 - medium,"POLYGON ((401377.5778835557 233723.46369020158, 398095.0458112512 232717.78486710624, 397563.70656927815 229209.02400460414, 400316.12365413574 226706.67031595384, 403598.55516896624 227713.86102029186, 404128.6708416856 231221.8938660865, 401377.5778835557 233723.46369020158))"
861955407ffffff,1 - low,3 - high,1 - low,1 - low,1 - low,"POLYGON ((323398.502295878 518350.2258848888, 320125.802933499 517419.1307630937, 319583.3157265024 513993.4163325032, 322314.88322985976 511499.4095834384, 325587.61385882366 512432.0527012226, 326128.7464161594 515857.1547971417, 323398.502295878 518350.2258848888))"
861946797ffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((432474.6236366552 500601.2470259293, 429245.0183815667 499670.89267940854, 428727.18415254005 496260.27119721763, 431440.2700717364 493780.61674711027, 434669.88597908145 494712.4989529705, 435186.40599787765 498122.50797753606, 432474.6236366552 500601.2470259293))"
861955177ffffff,1 - low,3 - high,3 - high,1 - low,1 - low,"POLYGON ((378877.84469626116 514574.0236297996, 375627.82934920257 513644.7684073765, 375098.05843303853 510228.6462398041, 377819.63952947035 507742.38967880956, 381069.6777677551 508673.18287114997, 381598.1127088443 512088.6948790612, 378877.84469626116 514574.0236297996))"
86195186fffffff,1 - low,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((370527.637189616 420353.04874434794, 367259.34124951134 419397.05462783633, 366725.487140055 415945.3249533669, 369461.23427543935 413450.2408315054, 372729.5138447993 414407.76922603685, 373262.0633420746 417858.84772626095, 370527.637189616 420353.04874434794))"
86194e927ffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((617656.0877103417 276932.4503888074, 614471.5495053197 275950.568996073, 613986.8164681846 272499.33633779245, 616687.7980789206 270030.6780716827, 619872.2372185164 271014.0387544849, 620355.7944659702 274464.5787190885, 617656.0877103417 276932.4503888074))"
86195cb77ffffff,1 - low,1 - low,2 - medium,1 - low,1 - low,"POLYGON ((455995.4616484062 306962.1139320204, 452746.2825785691 305979.4714858762, 452228.29366618954 302505.79078528227, 454960.72055577853 300015.4456952584, 458209.8263162809 300999.59825955034, 458726.57917534775 304472.58609812375, 455995.4616484062 306962.1139320204))"
86194ec07ffffff,2 - medium,3 - high,1 - low,1 - low,1 - low,"POLYGON ((567511.8469752818 268096.7576334454, 564304.5058287522 267109.69419330783, 563808.9152248283 263645.498260384, 566521.8541074917 261169.0663888504, 569729.0964661444 262157.61683166545, 570223.4993907888 265621.1124550713, 567511.8469752818 268096.7576334454))"
86195cd8fffffff,3 - high,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((376754.86900756526 359430.9812971298, 373480.0168129795 358458.4372865767, 372946.1915735885 354986.71543165453, 375688.49911330326 352488.2146114729, 378963.3079127014 353462.2872350787, 379495.8532589936 356933.33235145354, 376754.86900756526 359430.9812971298))"
86194345fffffff,3 - high,2 - medium,3 - high,2 - medium,2 - medium,"POLYGON ((475458.7058566954 312848.5747036455, 472218.62120412505 311868.6149424727, 471704.9623943685 308400.80440584244, 474432.62134781346 305913.6428024212, 477672.63349448633 306895.10985816293, 478185.059869586 310362.2315218826, 475458.7058566954 312848.5747036455))"
861943537ffffff,2 - medium,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((471898.74817953 351445.3658705287, 468662.83494439814 350475.79847005976, 468149.5300798104 347020.3433805544, 470873.3871688214 344535.1288813558, 474109.24451084057 345506.2076049789, 474621.30133406655 348960.9897889171, 471898.74817953 351445.3658705287))"
86195185fffffff,2 - medium,2 - medium,3 - high,1 - low,1 - low,"POLYGON ((360718.1970973327 417483.7437706439, 357445.348947842 416526.4265092923, 356909.24251274794 413071.73133569304, 359647.29146938404 410575.0068073703, 362920.12305566465 411533.8598825196, 363454.9229425105 414987.90193559346, 360718.1970973327 417483.7437706439))"
861951977ffffff,1 - low,2 - medium,3 - high,1 - low,2 - medium,"POLYGON ((367726.27284113993 442572.45868195314, 364460.2181336994 441622.49862857244, 363926.23222676205 438178.0984289703, 366659.6153569655 435684.30039131327, 369925.66356531065 436635.79664541, 370458.3358354333 440079.5549896514, 367726.27284113993 442572.45868195314))"
86195c94fffffff,2 - medium,1 - low,2 - medium,2 - medium,2 - medium,"POLYGON ((444931.93916304153 336750.51813020214, 441682.43461347633 335775.4403035618, 441162.8755210395 332309.5907852573, 443894.07237348746 329819.5005467244, 447143.5173058269 330796.0931380534, 447661.8256839269 334261.2614945304, 444931.93916304153 336750.51813020214))"
86195ea07ffffff,3 - high,3 - high,3 - high,3 - high,3 - high,"POLYGON ((331423.0356622399 289344.99182436836, 328119.10211071005 288350.64422924176, 327574.1061368773 284846.122084958, 330334.31056103087 282336.6579653902, 333638.17400314135 283332.5356276969, 334181.9038276527 286836.3476581279, 331423.0356622399 289344.99182436836))"
861943427ffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((472571.7979497474 335134.1866447853, 469333.75520641165 334160.17644777475, 468820.1217433989 330699.3051139733, 471545.7734274748 328213.1239926642, 474783.7533404621 329188.64400120283, 475296.1450765055 332648.8356101098, 472571.7979497474 335134.1866447853))"
861951a37ffffff,2 - medium,2 - medium,2 - medium,2 - medium,1 - low,"POLYGON ((367326.07856406295 399628.7622528011, 364053.28853507095 398666.8399517116, 363518.26579092594 395207.1845855801, 366257.33165967057 392710.1120706131, 369530.0966956059 393673.56776582316, 370063.8215488739 397132.5628520496, 367326.07856406295 399628.7622528011))"
8619558dfffffff,1 - low,3 - high,3 - high,1 - low,1 - low,"POLYGON ((382654.36548124533 518915.6434484853, 379406.63958288607 517987.80204381037, 378877.84469626116 514574.0236297996, 381598.1127088443 512088.6948790612, 384845.86287174484 513018.07376564434, 385373.3214473661 516431.24414371955, 382654.36548124533 518915.6434484853))"
861942a9fffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((460189.68099747295 397371.79836451204, 456955.71061290114 396414.2514376657, 456441.1734860609 392972.31206703343, 459161.8760333989 390488.57426906854, 462395.8109588424 391447.63812633423, 462909.0794753241 394888.9231180767, 460189.68099747295 397371.79836451204))"
8619466b7ffffff,3 - high,1 - low,3 - high,2 - medium,3 - high,"POLYGON ((430922.772331037 490368.2855794844, 427690.87548312097 489434.99452143384, 427172.40167968615 486020.341664933, 429887.1365184406 483539.5970319521, 433119.03994417697 484474.41574419744, 433636.20263659576 487888.4516671902, 430922.772331037 490368.2855794844))"
86194e42fffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((547466.3783340694 235377.99355763244, 544245.8270725363 234380.94733642775, 543744.9218952206 230902.08618753596, 546465.7498256646 228420.98704209068, 549686.1902437009 229419.52018958045, 550185.9142377189 232897.6658816078, 547466.3783340694 235377.99355763244))"
86194230fffffff,1 - low,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((460854.7261829027 381115.9879587831, 457618.57410009566 380153.9901348085, 457103.7162230596 376706.5344264161, 459826.27353935706 374221.73802377324, 463062.3832710172 375185.2514616604, 463575.97871657996 378632.04596150515, 460854.7261829027 381115.9879587831))"
8619464efffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((434024.5444664222 510822.0948908287, 430797.23684479366 509894.6757647627, 430280.0450432294 506488.09611970186, 432991.4788297069 504009.5438114874, 436218.8011597531 504938.49097449484, 436734.6756774406 508344.462632686, 434024.5444664222 510822.0948908287))"
8619582a7ffffff,3 - high,3 - high,3 - high,2 - medium,2 - medium,"POLYGON ((365933.62446929293 165730.9996859671, 362627.10920697683 164704.85592861963, 362087.089864754 161167.29493482917, 364854.7925276213 158656.6375418984, 368161.1795493016 159684.29083925666, 368699.9928369223 163221.0923525007, 365933.62446929293 165730.9996859671))"
8618748d7ffffff,3 - high,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((226291.05542882124 105375.33431658807, 222919.3559545716 104324.86269115726, 222350.49131363552 100740.44021062792, 225154.5458295017 98207.28665948551, 228526.09821299434 99259.28320648303, 229093.7438775757 102842.90877885005, 226291.05542882124 105375.33431658807))"
86195dacfffffff,1 - low,1 - low,1 - low,1 - low,1 - low,"POLYGON ((512334.6682398915 184468.5291664051, 509092.1377851965 183455.7576858321, 508582.3790862749 179953.5945714594, 511316.3231046612 177464.94266490615, 514558.7237026198 178479.20103864017, 515067.31080547825 181980.6247727677, 512334.6682398915 184468.5291664051))"
8619598d7ffffff,1 - low,3 - high,2 - medium,2 - medium,2 - medium,"POLYGON ((451266.4353400967 128427.77973105552, 447990.67111291667 127396.45480162822, 447467.04348252644 123864.55543190014, 450220.3472039458 121364.74904990409, 453495.9611862564 122397.56380620721, 454018.42236550816 125928.69549004105, 451266.4353400967 128427.77973105552))"
861948507ffffff,2 - medium,1 - low,1 - low,2 - medium,2 - medium,"POLYGON ((619308.5381759447 158047.5762995046, 616108.0513609722 157033.80040612537, 615619.0262920585 153544.96236745664, 618331.6185798667 151070.64181633873, 621531.9577977535 152085.8830407993, 622019.8529735773 155573.97983615735, 619308.5381759447 158047.5762995046))"
86194e687ffffff,1 - low,1 - low,1 - low,1 - low,1 - low,"POLYGON ((541449.3938835724 193562.96377317462, 538220.4733850921 192554.29096893535, 537716.9416218391 189060.86362007877, 540443.4976932683 186576.84262724884, 543672.2902472756 187586.998483442, 544174.655336712 191079.69262232602, 541449.3938835724 193562.96377317462))"
861951adfffffff,3 - high,2 - medium,3 - high,1 - low,2 - medium,"POLYGON ((360304.0794952065 374421.652466799, 357024.56379292445 373452.36297876074, 356487.4535820741 369982.5302578765, 359231.1503055349 367482.65888839576, 362510.63076844934 368453.4810917907, 363046.4504412294 371922.6422297804, 360304.0794952065 374421.652466799))"
861958b07ffffff,2 - medium,3 - high,2 - medium,3 - high,3 - high,"POLYGON ((410264.7718036446 209676.20902208058, 406982.65884716524 208664.48918927886, 406452.62580567464 205149.77432642947, 409205.91773880867 202647.51701285905, 412487.91888470884 203660.74435321603, 413016.74059119803 207174.72184261592, 410264.7718036446 209676.20902208058))"
86195d057ffffff,2 - medium,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((477971.6133486852 203846.53565232467, 474717.1851702925 202837.05218053353, 474200.95686204074 199334.10384112602, 476940.3467286676 196841.37352423428, 480194.65569317783 197852.35216119734, 480709.6946775377 201354.5662913361, 477971.6133486852 203846.53565232467))"
86194600fffffff,1 - low,2 - medium,3 - high,1 - low,1 - low,"POLYGON ((477023.3843762872 510185.2972360145, 473814.25955805613 509259.95246143197, 473306.9045620118 505861.65505883633, 476009.97847358725 503389.3079663842, 479219.1126552606 504316.1731532328, 479725.1642381613 507713.8652428293, 477023.3843762872 510185.2972360145))"
86195c2cfffffff,3 - high,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((412800.4768892915 247244.75979420956, 409524.6109009934 246243.40453850356, 408995.9663076281 242741.3316359833, 411744.4140030757 240241.33572377922, 415020.18447251467 241244.20241703297, 415547.60344930686 244745.5539130387, 412800.4768892915 247244.75979420956))"
861946437ffffff,3 - high,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((431188.1075456459 532781.8793144688, 427963.14911596593 531860.4520979446, 427445.92484741076 528461.3882856223, 430154.9854662683 525984.3507029357, 433379.9680268682 526907.3073383908, 433895.8665202804 530305.7723531171, 431188.1075456459 532781.8793144688))"
8619730f7ffffff,1 - low,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((395264.2848662305 600412.0107656961, 392035.2744087387 599507.722613518, 391511.50509675854 596126.9065943724, 394218.10709355556 593650.9510956798, 397447.17417491425 594556.7769996817, 397969.58332170476 597937.0208411564, 395264.2848662305 600412.0107656961))"
861958327ffffff,2 - medium,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((387345.44898395723 182462.74011888355, 384050.0766614311 181442.3436413692, 383514.7483935318 177914.36251251062, 386275.99999699433 175407.52888863877, 389571.2500970337 176429.43341890821, 390105.37150171 179956.66387537384, 387345.44898395723 182462.74011888355))"
861943a47ffffff,1 - low,1 - low,1 - low,3 - high,3 - high,"POLYGON ((562348.1505766712 296273.6856437798, 559142.669309752 295293.9915486217, 558646.9897499366 291838.0537182905, 561357.9919733994 289362.49931404844, 564563.3864577044 290343.68410632265, 565057.8661634434 293798.932906904, 562348.1505766712 296273.6856437798))"
8619425a7ffffff,1 - low,2 - medium,3 - high,1 - low,1 - low,"POLYGON ((389490.08175697504 442335.56740010227, 386233.1396516789 441386.70035513025, 385704.04252541444 437946.5418423455, 388433.1950371332 435455.8910179022, 391690.1281473896 436406.29040680605, 392217.9184306742 439845.80852861074, 389490.08175697504 442335.56740010227))"
86194e39fffffff,1 - low,1 - low,1 - low,1 - low,1 - low,"POLYGON ((584521.5820965852 193713.87845458672, 581311.0632048472 192707.68369478756, 580816.3272520943 189222.9820129351, 583533.264893491 186745.20501274907, 586743.6530564019 187752.87550069008, 587237.2349623925 191236.84759996796, 584521.5820965852 193713.87845458672))"
861941adfffffff,2 - medium,3 - high,1 - low,3 - high,2 - medium,"POLYGON ((651323.5898278997 300477.3576289854, 648157.0195196916 299503.7213727808, 647680.3433094269 296067.01560719183, 650371.412214723 293604.62675730267, 653537.8902387249 294579.7388019362, 654013.3922900839 298015.76420314953, 651323.5898278997 300477.3576289854))"
861943607ffffff,2 - medium,2 - medium,1 - low,3 - high,2 - medium,"POLYGON ((484317.53275438905 289025.1880542041, 481077.75439322356 288039.20481327357, 480565.2889605698 284565.2203887258, 483293.82325075706 282077.9176842815, 486533.5182643033 283065.4043912212, 487044.76300941594 286538.6906445539, 484317.53275438905 289025.1880542041))"
861946687ffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((433119.03994417697 484474.41574419744, 429887.1365184406 483539.5970319521, 429368.9990835961 480123.2420017255, 432084.07410251215 477642.3252136009, 435315.98139798443 478578.67090378783, 435832.8104878039 481994.4066383274, 433119.03994417697 484474.41574419744))"
86194e52fffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((552681.1962733015 250270.03896604793, 549464.9727440863 249277.3162712576, 548965.6577368086 245804.32544647373, 551683.7522715444 243324.7665100348, 554899.8707706837 244318.97687332053, 555398.0004277434 247791.2588239158, 552681.1962733015 250270.03896604793))"
861942cefffffff,1 - low,1 - low,2 - medium,1 - low,1 - low,"POLYGON ((423134.8601371807 439022.88675495866, 419891.59774391376 438074.891408221, 419369.9697920065 434640.2424166114, 422092.9001482508 432154.2284092404, 425336.1484739579 433103.7499672108, 425856.48119576095 436537.75957359676, 423134.8601371807 439022.88675495866))"
8619466e7ffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((447200.2103273639 475492.0867662482, 443972.8549102707 474555.5092635114, 443457.6611333239 471138.70057322003, 446171.1242046353 468659.0917615612, 449398.47815040685 469597.19330201927, 449912.37117720523 473013.3798535188, 447200.2103273639 475492.0867662482))"
86194acefffffff,2 - medium,1 - low,2 - medium,1 - low,1 - low,"POLYGON ((531657.7428152603 147046.22656927427, 528418.370585746 146024.49948058123, 527911.3637508649 142514.5639290339, 530644.8808454097 140027.10897532533, 533884.1060746176 141050.3147955891, 534389.9618715208 144559.49719828356, 531657.7428152603 147046.22656927427))"
